loss,mae,val_loss,val_mae,learning_rate
0.9245073199272156,0.7365450263023376,0.7120022773742676,0.5914559960365295,0.0010000000474974513
0.499560683965683,0.5362319350242615,0.5367551445960999,0.47504132986068726,0.0010000000474974513
0.3408200442790985,0.41120046377182007,0.4642038643360138,0.432809054851532,0.0010000000474974513
0.319847971200943,0.40795648097991943,0.43929117918014526,0.42224764823913574,0.0010000000474974513
0.32426634430885315,0.3949069082736969,0.41517385840415955,0.40428483486175537,0.0010000000474974513
0.32282349467277527,0.3917457163333893,0.40416863560676575,0.386567622423172,0.0010000000474974513
0.26457923650741577,0.3426112234592438,0.3937744200229645,0.38959982991218567,0.0010000000474974513
0.24767443537712097,0.3622843027114868,0.3763681650161743,0.3738308250904083,0.0010000000474974513
0.2573390007019043,0.3543210029602051,0.3627309501171112,0.35550057888031006,0.0010000000474974513
0.21762919425964355,0.3151375651359558,0.358837366104126,0.35164833068847656,0.0010000000474974513
0.2107192724943161,0.3014669418334961,0.36367058753967285,0.3497253358364105,0.0010000000474974513
0.2550092339515686,0.32776862382888794,0.3705519437789917,0.3616389334201813,0.0010000000474974513
0.237746000289917,0.3289547264575958,0.36360040307044983,0.36761000752449036,0.0010000000474974513
0.24457980692386627,0.31100958585739136,0.36681389808654785,0.3641255795955658,0.0010000000474974513
0.2159184068441391,0.2935809791088104,0.3619631826877594,0.35233575105667114,0.0010000000474974513
0.2004248946905136,0.28616735339164734,0.347607284784317,0.3484020531177521,0.0010000000474974513
0.19300594925880432,0.28633493185043335,0.3356519639492035,0.34181109070777893,0.0010000000474974513
0.188514843583107,0.30099502205848694,0.3260704576969147,0.3355746269226074,0.0010000000474974513
0.1939930021762848,0.3007276654243469,0.3250977396965027,0.3418848514556885,0.0010000000474974513
0.16114503145217896,0.26637452840805054,0.3389749825000763,0.3472929298877716,0.0010000000474974513
0.1822499781847,0.2730536162853241,0.3426063060760498,0.3481364846229553,0.0010000000474974513
0.13063982129096985,0.22960473597049713,0.34092286229133606,0.34693023562431335,0.0010000000474974513
0.1911470890045166,0.2949296832084656,0.33302512764930725,0.3375210165977478,0.0010000000474974513
0.15464535355567932,0.27042245864868164,0.33409583568573,0.3370177745819092,0.0010000000474974513
0.14875377714633942,0.2574998736381531,0.32721656560897827,0.3242942988872528,0.0010000000474974513
0.15061567723751068,0.2622746229171753,0.3176257312297821,0.32903802394866943,0.0010000000474974513
0.16226568818092346,0.2585506737232208,0.3201196789741516,0.33592933416366577,0.0010000000474974513
0.16889183223247528,0.26792091131210327,0.3231041431427002,0.3392610251903534,0.0010000000474974513
0.18692532181739807,0.2754809260368347,0.32823416590690613,0.34479084610939026,0.0010000000474974513
0.15338459610939026,0.2588505148887634,0.33455127477645874,0.34537065029144287,0.0010000000474974513
0.1957121342420578,0.264771431684494,0.34219980239868164,0.34900662302970886,0.0010000000474974513
0.13532567024230957,0.23987746238708496,0.3331995904445648,0.3485906720161438,0.0010000000474974513
0.13141590356826782,0.23357433080673218,0.31716057658195496,0.3339028060436249,0.0010000000474974513
0.12315624952316284,0.22641688585281372,0.3228559195995331,0.321797251701355,0.0010000000474974513
0.150819331407547,0.22889478504657745,0.3333846926689148,0.3242289125919342,0.0010000000474974513
0.16410593688488007,0.2594231963157654,0.32322531938552856,0.330913245677948,0.0010000000474974513
0.14008744060993195,0.2470133900642395,0.3226303160190582,0.33837881684303284,0.0010000000474974513
0.15258139371871948,0.26201072335243225,0.31318891048431396,0.34019482135772705,0.0010000000474974513
0.1545272022485733,0.23319460451602936,0.30062010884284973,0.3318464159965515,0.0010000000474974513
0.12518557906150818,0.23193134367465973,0.31283268332481384,0.328281432390213,0.0010000000474974513
