bidirectional,units,dropout,lr,batch_size,epochs,patience,seed,l2,model,config_index,epochs_ran,best_val_loss,selection_metric,selection_value,val_R²,val_RMSE,val_MAE,val_RAE,val_nRMSE(%),val_nMAE(%)
False,48,0.25,0.0008,16,280,40,42,0.0001,LSTM,2,85,0.26947084069252014,val_RMSE,0.4358398612899905,0.7561466579139509,0.4358398612899905,0.26156228060924314,0.3958370075219525,6.758012231266417,4.055712312231775
False,32,0.2,0.001,16,260,35,42,0.0001,LSTM,1,104,0.29225975275039673,val_RMSE,0.4591532420496037,0.7293611576338452,0.4591532420496037,0.2800760799367121,0.42385498819782624,7.119503059249238,4.342782159243771
