bidirectional,units,dropout,lr,batch_size,epochs,patience,seed,l2,pooling,loss,huber_delta,huber_weight,mae_weight,sample_weight,tail_alpha,tail_cap,calibration,residual_correction,residual_scale,select_metric,model,config_index,epochs_ran,best_val_loss,selection_metric,selection_value,val_R²,val_RMSE,val_MAE,val_RAE,val_nRMSE(%),val_nMAE(%)
True,16,0.3,0.0008,8,360,55,42,0.0005,attention,huber_mae,0.3,0.7,0.3,tail,0.6,2.2,linear,ridge,0.25,rank_rmse_mae_rae,Bi-LSTM,3,248,0.15406155586242676,rank(val_RMSE)+rank(val_MAE)+0.5*rank(val_RAE),3.5,0.7433246021729176,0.44715152221011606,0.24708327431328106,0.3739251075693467,6.933407713973959,3.8312048489743242
True,16,0.3,0.0008,8,360,55,42,0.0005,attention,huber_mae,0.3,0.7,0.3,tail,0.5,2.0,linear,ridge,0.25,rank_rmse_mae_rae,Bi-LSTM,2,247,0.1529560685157776,rank(val_RMSE)+rank(val_MAE)+0.5*rank(val_RAE),4.0,0.7440649588503945,0.44650617270439624,0.24965263034148935,0.37781345951021333,6.9234011031968095,3.871044572247264
True,16,0.3,0.0008,8,360,55,42,0.0005,attention,huber_mae,0.3,0.7,0.3,tail,0.4,1.8,linear,ridge,0.25,rank_rmse_mae_rae,Bi-LSTM,1,249,0.1518031805753708,rank(val_RMSE)+rank(val_MAE)+0.5*rank(val_RAE),7.5,0.7398996334134302,0.4501249371815106,0.2505822826564332,0.3792203549904259,6.979512663360278,3.8854595036778594
