county,year,真实单产,随机森林(RF)_预测单产,随机森林(RF)_残差,随机森林(RF)_绝对误差,LSTM_预测单产,LSTM_残差,LSTM_绝对误差,Bi-LSTM_预测单产,Bi-LSTM_残差,Bi-LSTM_绝对误差
汉寿县,2017,6.101616192807905,6.022945125570372,-0.07867106723753281,0.07867106723753281,6.210723,0.10910673047090391,0.10910673047090391,6.249933404022519,0.14831721121461428,0.14831721121461428
赫山区,2021,6.834931497002545,6.774121057237948,-0.06081043976459721,0.06081043976459721,6.774706,-0.060225610161724674,0.060225610161724674,6.79425205643144,-0.04067944057110484,0.04067944057110484
安乡县,2015,5.722556390977443,6.12050642734475,0.3979500363673063,0.3979500363673063,5.997777,0.27522059419101375,0.27522059419101375,6.012345479370603,0.2897890883931593,0.2897890883931593
南县,2017,6.707881290139484,6.094947924811582,-0.6129333653279021,0.6129333653279021,6.4254866,-0.28239472550325395,0.28239472550325395,6.388983857773422,-0.3188974323660627,0.3188974323660627
监利市,2012,8.431307636170636,6.961924725652767,-1.4693829105178695,1.4693829105178695,7.403184,-1.0281236990978826,1.0281236990978826,7.225417549873283,-1.2058900862973534,1.2058900862973534
松滋市,2019,8.008511661457081,7.570159828773054,-0.43835183268402744,0.43835183268402744,7.717904,-0.29060757057573383,0.29060757057573383,7.977207643501308,-0.03130401795577331,0.03130401795577331
望城区,2016,6.921366336633663,6.901442985810305,-0.019923350823358277,0.019923350823358277,7.0561314,0.134765026281376,0.134765026281376,6.882577766671823,-0.03878856996183977,0.03878856996183977
鼎城区,2019,6.479219698215135,6.3957861127883815,-0.08343358542675361,0.08343358542675361,6.544599,0.06537935802876138,0.06537935802876138,6.440518266025333,-0.03870143218980182,0.03870143218980182
安化县,2014,6.260716700473293,6.335432012362305,0.07471531188901182,0.07471531188901182,6.286968,0.02625153072787878,0.02625153072787878,6.167941276549832,-0.09277542392346128,0.09277542392346128
汉寿县,2019,6.417055744753853,6.320336094453256,-0.0967196503005967,0.0967196503005967,6.461107,0.044051032437309345,0.044051032437309345,6.435225635226041,0.018169890472187866,0.018169890472187866
临湘市,2017,6.399967590618337,5.953092032067248,-0.4468755585510884,0.4468755585510884,6.03172,-0.36824742918034836,0.36824742918034836,5.732967883117565,-0.6669997075007714,0.6669997075007714
华容县,2014,5.933381696428572,5.98355727330672,0.05017557687814733,0.05017557687814733,5.838407,-0.0949746567862384,0.0949746567862384,5.743138935479889,-0.1902427609486832,0.1902427609486832
平江县,2021,6.477452076277549,6.679960389821119,0.20250831354356968,0.20250831354356968,6.6355677,0.1581155888225485,0.1581155888225485,6.477049220220546,-0.00040285605700329796,0.00040285605700329796
