county,year,rice_sown_area,early_rice_share,middle_rice_share,late_rice_share,high_temp_days,max_consecutive_precip_days,drought_days,heading_grain_filling_heat_days,glorice_rice_physical_area,glorice_multiple_cropping_index,glorice_grid_cell_count,tmax_mean_apr_oct,tmax_max_apr_oct,precip_sum_apr_oct,soil_organic_matter,slope_mean,effective_irrigated_area,sand_0_30cm_pct,silt_0_30cm_pct,clay_0_30cm_pct,yield_lag1,yield_lag2,yield_lag3,yield_rolling2_mean_prior,yield_rolling3_mean_prior,yield_rolling3_std_prior,yield_county_expanding_mean_prior,yield_county_expanding_std_prior,yield_lag1_minus_prior3_mean,rice_sown_area_lag1,rice_sown_area_lag2,rice_sown_area_lag3,rice_sown_area_rolling3_mean_prior,rice_sown_area_yoy_change,rice_sown_area_yoy_rate,year_since_2012,county_train_yield_mean,county_train_yield_median,county_train_yield_std,county_train_yield_count,city_train_yield_mean,city_train_yield_median,city_train_yield_std,city_train_yield_count,train_year_yield_mean,train_year_yield_std,county_vs_city_train_yield_mean,county_train_yield_cv,city_train_yield_cv,county_train_baseline_minus_lag1,soil_type,irrigation_condition
临湘市,2012,50250.0,0.4026768505208183,0.1946462989583632,0.4026768505208183,3.0,15.0,35.0,3.0,7236.217796325684,1.674135684967041,9.0,26.888702392578125,35.796226501464844,1827.0078125,35.17174364988869,9.524966421799956,5054.38665960954,26.829146983765,44.15035429223,27.83147906825216,,,,,,,,,,,,,,,,0,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.350783815623794,46,6.086036913002932,0.4502613723398215,-0.4258235981649489,1.119067011303482,0.0561527791336385,0.0,clay_loam,低保障
临湘市,2013,50200.0,0.404083809112702,0.1918323817745961,0.404083809112702,24.0,11.0,80.0,24.0,7252.889900207519,1.678088320626153,9.0,28.05577850341797,38.656436920166016,1370.52978515625,35.17174364988869,9.524966421799956,5054.38665960954,26.829146983765,44.15035429223,27.83147906825216,5.955323383084577,,,5.955323383084577,5.955323383084577,,5.955323383084577,,0.0,50250.0,,,50250.0,-50.0,-0.0009950248756218,1,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.350783815623794,46,6.119090381396531,0.7059045473608287,-0.4258235981649489,1.119067011303482,0.0561527791336385,-0.1341932055697849,clay_loam,低保障
临湘市,2014,50570.0,0.4053252988594458,0.1893494022811083,0.4053252988594458,0.0,18.0,19.0,0.0,7317.230430603027,1.6815916299819946,9.0,26.580717086791992,34.832881927490234,2350.780517578125,35.17174364988869,9.524966421799956,5054.38665960954,26.829146983765,44.15035429223,27.83147906825216,5.834462151394423,5.955323383084577,,5.8948927672395,5.8948927672395,0.0604306158450773,5.8948927672395,0.0604306158450773,-0.0604306158450773,50200.0,50250.0,,50225.0,370.0,0.0073705179282868,2,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.350783815623794,46,6.107212508684318,0.5803804712146549,-0.4258235981649489,1.119067011303482,0.0561527791336385,-0.0133319738796302,clay_loam,低保障
临湘市,2015,50910.0,0.4048454705591948,0.1903090588816103,0.4048454705591948,0.0,20.0,53.0,0.0,7473.516311645508,1.6802358892228868,9.0,26.350414276123047,34.65190505981445,2162.47021484375,35.17174364988869,9.524966421799956,5054.38665960954,26.829146983765,44.15035429223,27.83147906825216,5.895629820051414,5.834462151394423,5.955323383084577,5.865045985722919,5.895138451510138,0.0493426145348205,5.895138451510138,0.0493426145348205,0.0004913685412759,50570.0,50200.0,50250.0,50340.0,340.0,0.0067233537670555,3,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.350783815623794,46,6.416045213660415,1.072020979691334,-0.4258235981649489,1.119067011303482,0.0561527791336385,-0.0744996425366215,clay_loam,低保障
临湘市,2016,50700.0,0.4009662872215118,0.1980674255569763,0.4009662872215118,4.0,16.0,49.0,4.0,7506.814239501953,1.6693551275465224,9.0,26.682933807373047,36.15103149414063,2593.65966796875,35.17174364988869,9.524966421799956,5054.38665960954,26.829146983765,44.15035429223,27.83147906825216,5.923714397957179,5.895629820051414,5.834462151394423,5.909672109004296,5.884602123134338,0.0372621206553063,5.902282438121898,0.0444874121631719,0.0391122748228403,50910.0,50570.0,50200.0,50560.0,-210.0,-0.004124926340601,4,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.350783815623794,46,6.306472114744183,0.8712105806935805,-0.4258235981649489,1.119067011303482,0.0561527791336385,-0.1025842204423863,clay_loam,低保障
临湘市,2017,46900.0,0.3886610331122636,0.2226779337754729,0.3886610331122636,10.0,19.0,26.0,10.0,7582.764373779297,1.6357537375556097,9.0,26.7053337097168,38.09704208374024,2453.2607421875,35.17174364988869,9.524966421799956,5054.38665960954,26.829146983765,44.15035429223,27.83147906825216,5.821130177514792,5.923714397957179,5.895629820051414,5.8724222877359855,5.880158131841128,0.0432851816291305,5.886051986000477,0.0513518663443086,-0.0590279543263356,50700.0,50910.0,50570.0,50726.66666666666,-3800.0,-0.0749506903353057,5,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.350783815623794,46,6.327430007526471,0.764401787671466,-0.4258235981649489,1.119067011303482,0.0561527791336385,0.0,clay_loam,低保障
临湘市,2018,49620.0,0.36667866969613,0.26664266060774,0.36667866969613,5.0,19.0,26.0,5.0,7484.251724243164,1.5789772934383817,9.0,27.52751350402832,35.418922424316406,1634.4417724609375,35.17174364988869,9.524966421799956,5054.38665960954,26.829146983765,44.15035429223,27.83147906825216,6.399967590618337,5.821130177514792,5.923714397957179,6.1105488840665645,6.048270722030103,0.2521889451740771,5.97170458677012,0.1971784772920781,0.3516968685882338,46900.0,50700.0,50910.0,49503.333333333336,2720.0,0.0579957356076759,6,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.350783815623794,46,7.221538572532166,0.9389707328235968,-0.4258235981649489,1.119067011303482,0.0561527791336385,-0.5788374131035443,clay_loam,低保障
临湘市,2019,48890.0,0.3483419550867243,0.3033160898265513,0.3483419550867243,15.0,17.0,42.0,14.0,7402.439804077148,1.5345471567577786,9.0,27.856658935546875,36.864376068115234,1444.1123046875,35.17174364988869,9.524966421799956,5054.38665960954,26.829146983765,44.15035429223,27.83147906825216,6.288230552196695,6.399967590618337,5.821130177514792,6.344099071407516,6.169776106776609,0.2507146843617748,6.01692258183106,0.2135255517300121,0.1184544454200864,49620.0,46900.0,50700.0,49073.333333333336,-730.0,-0.0147118097541313,7,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.350783815623794,46,6.926644802578423,0.848212665604444,-0.4258235981649489,1.119067011303482,0.0561527791336385,-0.4671003746819027,clay_loam,低保障
临湘市,2020,50055.0,0.3483419550867243,0.3033160898265513,0.3483419550867243,0.0,36.0,37.0,0.0,7623.922706604004,1.5345471567577786,9.0,26.075660705566406,34.120933532714844,2255.939453125,35.17174364988869,9.524966421799956,5054.38665960954,26.829146983765,44.15035429223,27.83147906825216,6.342708120269994,6.288230552196695,6.399967590618337,6.3154693362333445,6.343635421028342,0.0456211672642777,6.057645774135926,0.2269419855974196,-0.0009273007583479,48890.0,49620.0,46900.0,48470.0,1165.0,0.0238290038862753,8,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.350783815623794,46,6.730935357890686,0.7081627342704553,-0.4258235981649489,1.119067011303482,0.0561527791336385,-0.5215779427552016,clay_loam,低保障
临湘市,2021,50454.0,0.3483419550867243,0.3033160898265513,0.3483419550867243,2.0,18.0,32.0,2.0,7581.928733825684,1.5345471567577786,9.0,26.724178314208984,35.761417388916016,2092.052978515625,35.17174364988869,9.524966421799956,5054.38665960954,26.829146983765,44.15035429223,27.83147906825216,6.379432624113475,6.342708120269994,6.288230552196695,6.361070372191735,6.336790432193388,0.0374674859454434,6.093399868577876,0.2366579571189407,0.0426421919200867,50055.0,48890.0,49620.0,49521.66666666666,399.0,0.0079712316451902,9,5.821130177514792,5.821130177514792,6.514234750159986,1,6.246953775679741,6.177177653882163,0.350783815623794,46,7.098739496826202,0.853627234377587,-0.4258235981649489,1.119067011303482,0.0561527791336385,-0.5583024465986828,clay_loam,低保障
